game_name,opponent_type,episode_id,seed,probe_t,transform,is_valid,validity_type,eu_action_flip,action_ctl,action_cf,eu_ctl,eu_cf,eu_margin_ctl,eu_margin_cf,margin_delta,js_ctl_cf,valid_strict,valid_default,valid_lenient,dir_acc_cf,sensitive
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,3,adversarial_flip,True,margin_only,False,D,D,D,D,1.999986852452012,1.0100000000000005,0.9899868524520115,0.665025459873368,True,True,True,1,0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,3,plausible_perturbation,False,invalid,False,,,D,D,1.999986852452012,1.9111084816015138,0.0888783708504981,0.032053977955405974,False,False,False,0,0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,6,adversarial_flip,True,margin_only,False,D,D,D,D,1.9938734262195803,1.0087500000000003,0.98512342621958,0.6664225836444924,True,True,True,1,0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,6,plausible_perturbation,False,invalid,False,,,D,D,1.9938734262195803,1.8209969074661378,0.17287651875344245,0.058455377137268345,False,False,True,0,0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,10,adversarial_flip,True,margin_only,False,D,D,D,D,1.9999891961703629,1.0087500000000003,0.9912391961703626,0.6681482505141741,True,True,True,1,0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_0,1196898627,10,plausible_perturbation,False,invalid,False,,,D,D,1.9999891961703629,1.822220061456295,0.17776913471406797,0.07044474208695738,False,False,True,0,0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,3,adversarial_flip,True,margin_only,False,D,D,D,D,1.999986852452012,1.0100000000000005,0.9899868524520115,0.665025459873368,True,True,True,1,0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,3,plausible_perturbation,False,invalid,False,,,D,D,1.999986852452012,1.9111084816015138,0.0888783708504981,0.032053977955405974,False,False,False,0,0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,6,adversarial_flip,True,margin_only,False,D,D,D,D,1.9938734262195803,1.0087500000000003,0.98512342621958,0.6664225836444924,True,True,True,1,0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,6,plausible_perturbation,False,invalid,False,,,D,D,1.9938734262195803,1.8209969074661378,0.17287651875344245,0.058455377137268345,False,False,True,0,0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,10,adversarial_flip,True,margin_only,False,D,D,D,D,1.9999891961703629,1.0087500000000003,0.9912391961703626,0.6681482505141741,True,True,True,1,0
prisoners_dilemma,always_cooperate,prisoners_dilemma_always_cooperate_1,716953109,10,plausible_perturbation,False,invalid,False,,,D,D,1.9999891961703629,1.822220061456295,0.17776913471406797,0.07044474208695738,False,False,True,0,0
